,Language,Compressions
971,en2fr,"tensor(0.8169, dtype=torch.float64)"
972,en2fr,"tensor(0.8288, dtype=torch.float64)"
973,en2fr,"tensor(0.8454, dtype=torch.float64)"
974,en2fr,"tensor(0.9071, dtype=torch.float64)"
975,en2fr,"tensor(0.7913, dtype=torch.float64)"
976,en2fr,"tensor(0.8477, dtype=torch.float64)"
977,en2fr,"tensor(0.7969, dtype=torch.float64)"
978,en2fr,"tensor(0.8528, dtype=torch.float64)"
979,en2fr,"tensor(0.8494, dtype=torch.float64)"
980,en2fr,"tensor(0.8713, dtype=torch.float64)"
981,en2fr,"tensor(0.9070, dtype=torch.float64)"
982,en2fr,"tensor(0.8356, dtype=torch.float64)"
983,en2fr,"tensor(0.8747, dtype=torch.float64)"
984,en2fr,"tensor(0.8756, dtype=torch.float64)"
985,en2fr,"tensor(0.9202, dtype=torch.float64)"
986,en2fr,"tensor(0.8333, dtype=torch.float64)"
987,en2fr,"tensor(0.8443, dtype=torch.float64)"
988,en2fr,"tensor(0.7872, dtype=torch.float64)"
989,en2fr,"tensor(0.8081, dtype=torch.float64)"
990,en2fr,"tensor(0.8253, dtype=torch.float64)"
991,en2fr,"tensor(0.9358, dtype=torch.float64)"
992,en2fr,"tensor(0.9000, dtype=torch.float64)"
993,en2fr,"tensor(0.8636, dtype=torch.float64)"
994,en2fr,"tensor(0.8035, dtype=torch.float64)"
995,en2fr,"tensor(0.9005, dtype=torch.float64)"
996,en2fr,"tensor(0.8537, dtype=torch.float64)"
997,en2fr,"tensor(0.8821, dtype=torch.float64)"
998,en2fr,"tensor(0.8897, dtype=torch.float64)"
999,en2fr,"tensor(0.8715, dtype=torch.float64)"
1000,en2ko,"tensor(0.8555, dtype=torch.float64)"
1001,en2ko,"tensor(0.8266, dtype=torch.float64)"
1002,en2ko,"tensor(0.8151, dtype=torch.float64)"
1003,en2ko,"tensor(0.8717, dtype=torch.float64)"
1004,en2ko,"tensor(0.8238, dtype=torch.float64)"
1005,en2ko,"tensor(0.8266, dtype=torch.float64)"
1006,en2ko,"tensor(0.9195, dtype=torch.float64)"
1007,en2ko,"tensor(0.8824, dtype=torch.float64)"
1008,en2ko,"tensor(0.9199, dtype=torch.float64)"
1009,en2ko,"tensor(0.8208, dtype=torch.float64)"
1010,en2ko,"tensor(0.8125, dtype=torch.float64)"
1011,en2ko,"tensor(0.8137, dtype=torch.float64)"
1012,en2ko,"tensor(0.8382, dtype=torch.float64)"
1013,en2ko,"tensor(0.8116, dtype=torch.float64)"
1014,en2ko,"tensor(0.8503, dtype=torch.float64)"
1015,en2ko,"tensor(0.7362, dtype=torch.float64)"
1016,en2ko,"tensor(0.9053, dtype=torch.float64)"
1017,en2ko,"tensor(0.7917, dtype=torch.float64)"
1018,en2ko,"tensor(0.7991, dtype=torch.float64)"
1019,en2ko,"tensor(0.7840, dtype=torch.float64)"
1020,en2ko,"tensor(0.8000, dtype=torch.float64)"
1021,en2ko,"tensor(0.8438, dtype=torch.float64)"
1022,en2ko,"tensor(0.9167, dtype=torch.float64)"
1023,en2ko,"tensor(0.8190, dtype=torch.float64)"
1024,en2ko,"tensor(0.8390, dtype=torch.float64)"
1025,en2ko,"tensor(0.7901, dtype=torch.float64)"
1026,en2ko,"tensor(0.9290, dtype=torch.float64)"
1027,en2ko,"tensor(0.7993, dtype=torch.float64)"
1028,en2ko,"tensor(0.8125, dtype=torch.float64)"
1029,en2ko,"tensor(0.7684, dtype=torch.float64)"
1030,en2ko,"tensor(0.8912, dtype=torch.float64)"
1031,en2ko,"tensor(0.8554, dtype=torch.float64)"
1032,en2ko,"tensor(0.8143, dtype=torch.float64)"
1033,en2ko,"tensor(0.8261, dtype=torch.float64)"
1034,en2ko,"tensor(0.8857, dtype=torch.float64)"
1035,en2ko,"tensor(0.9075, dtype=torch.float64)"
1036,en2ko,"tensor(0.8474, dtype=torch.float64)"
1037,en2ko,"tensor(0.8493, dtype=torch.float64)"
1038,en2ko,"tensor(0.8681, dtype=torch.float64)"
1039,en2ko,"tensor(0.8377, dtype=torch.float64)"
1040,en2ko,"tensor(0.8130, dtype=torch.float64)"
1041,en2ko,"tensor(0.8468, dtype=torch.float64)"
1042,en2ko,"tensor(0.8998, dtype=torch.float64)"
1043,en2ko,"tensor(0.7689, dtype=torch.float64)"
1044,en2ko,"tensor(0.8579, dtype=torch.float64)"
1045,en2ko,"tensor(0.8694, dtype=torch.float64)"
1046,en2ko,"tensor(0.8812, dtype=torch.float64)"
1047,en2ko,"tensor(0.8604, dtype=torch.float64)"
1048,en2ko,"tensor(0.7963, dtype=torch.float64)"
1049,en2ko,"tensor(0.9167, dtype=torch.float64)"
1050,en2ko,"tensor(0.9257, dtype=torch.float64)"
1051,en2ko,"tensor(0.8448, dtype=torch.float64)"
1052,en2ko,"tensor(0.9127, dtype=torch.float64)"
1053,en2ko,"tensor(0.7638, dtype=torch.float64)"
1054,en2ko,"tensor(0.8346, dtype=torch.float64)"
1055,en2ko,"tensor(0.7849, dtype=torch.float64)"
1056,en2ko,"tensor(0.9474, dtype=torch.float64)"
1057,en2ko,"tensor(0.8785, dtype=torch.float64)"
1058,en2ko,"tensor(0.8750, dtype=torch.float64)"
1059,en2ko,"tensor(0.8724, dtype=torch.float64)"
1060,en2ko,"tensor(0.8316, dtype=torch.float64)"
1061,en2ko,"tensor(0.7874, dtype=torch.float64)"
1062,en2ko,"tensor(0.8557, dtype=torch.float64)"
1063,en2ko,"tensor(0.8531, dtype=torch.float64)"
1064,en2ko,"tensor(0.8591, dtype=torch.float64)"
1065,en2ko,"tensor(0.8178, dtype=torch.float64)"
1066,en2ko,"tensor(0.9003, dtype=torch.float64)"
1067,en2ko,"tensor(0.8726, dtype=torch.float64)"
1068,en2ko,"tensor(0.8623, dtype=torch.float64)"
1069,en2ko,"tensor(0.9124, dtype=torch.float64)"
1070,en2ko,"tensor(0.9215, dtype=torch.float64)"
1071,en2ko,"tensor(0.8420, dtype=torch.float64)"
1072,en2ko,"tensor(0.8092, dtype=torch.float64)"
1073,en2ko,"tensor(0.8384, dtype=torch.float64)"
1074,en2ko,"tensor(0.8780, dtype=torch.float64)"
1075,en2ko,"tensor(0.8484, dtype=torch.float64)"
1076,en2ko,"tensor(0.8101, dtype=torch.float64)"
1077,en2ko,"tensor(0.7615, dtype=torch.float64)"
1078,en2ko,"tensor(0.7809, dtype=torch.float64)"
1079,en2ko,"tensor(0.8014, dtype=torch.float64)"
1080,en2ko,"tensor(0.8044, dtype=torch.float64)"
1081,en2ko,"tensor(0.9439, dtype=torch.float64)"
1082,en2ko,"tensor(0.8385, dtype=torch.float64)"
1083,en2ko,"tensor(0.8670, dtype=torch.float64)"
1084,en2ko,"tensor(0.8738, dtype=torch.float64)"
1085,en2ko,"tensor(0.8472, dtype=torch.float64)"
1086,en2ko,"tensor(0.8392, dtype=torch.float64)"
1087,en2ko,"tensor(0.8258, dtype=torch.float64)"
1088,en2ko,"tensor(0.8469, dtype=torch.float64)"
1089,en2ko,"tensor(0.7537, dtype=torch.float64)"
1090,en2ko,"tensor(0.8033, dtype=torch.float64)"
1091,en2ko,"tensor(0.8366, dtype=torch.float64)"
1092,en2ko,"tensor(0.9008, dtype=torch.float64)"
1093,en2ko,"tensor(0.8595, dtype=torch.float64)"
1094,en2ko,"tensor(0.7487, dtype=torch.float64)"
1095,en2ko,"tensor(0.9051, dtype=torch.float64)"
1096,en2ko,"tensor(0.8728, dtype=torch.float64)"
1097,en2ko,"tensor(0.8524, dtype=torch.float64)"
1098,en2ko,"tensor(0.8500, dtype=torch.float64)"
1099,en2ko,"tensor(0.8465, dtype=torch.float64)"
1100,en2de,"tensor(0.8451, dtype=torch.float64)"
1101,en2de,"tensor(0.8616, dtype=torch.float64)"
1102,en2de,"tensor(0.7930, dtype=torch.float64)"
1103,en2de,"tensor(0.8876, dtype=torch.float64)"
1104,en2de,"tensor(0.8559, dtype=torch.float64)"
1105,en2de,"tensor(0.8745, dtype=torch.float64)"
1106,en2de,"tensor(0.9412, dtype=torch.float64)"
1107,en2de,"tensor(0.9655, dtype=torch.float64)"
1108,en2de,"tensor(0.8444, dtype=torch.float64)"
1109,en2de,"tensor(0.7784, dtype=torch.float64)"
1110,en2de,"tensor(0.8894, dtype=torch.float64)"
1111,en2de,"tensor(0.8338, dtype=torch.float64)"
1112,en2de,"tensor(0.8819, dtype=torch.float64)"
1113,en2de,"tensor(0.8471, dtype=torch.float64)"
1114,en2de,"tensor(0.9135, dtype=torch.float64)"
1115,en2de,"tensor(0.8131, dtype=torch.float64)"
1116,en2de,"tensor(0.8694, dtype=torch.float64)"
1117,en2de,"tensor(0.7573, dtype=torch.float64)"
1118,en2de,"tensor(0.8190, dtype=torch.float64)"
1119,en2de,"tensor(0.7867, dtype=torch.float64)"
1120,en2de,"tensor(0.8883, dtype=torch.float64)"
1121,en2de,"tensor(0.8378, dtype=torch.float64)"
1122,en2de,"tensor(0.9688, dtype=torch.float64)"
1123,en2de,"tensor(0.8582, dtype=torch.float64)"
1124,en2de,"tensor(0.8407, dtype=torch.float64)"
1125,en2de,"tensor(0.7830, dtype=torch.float64)"
1126,en2de,"tensor(0.9064, dtype=torch.float64)"
1127,en2de,"tensor(0.8807, dtype=torch.float64)"
1128,en2de,"tensor(0.8118, dtype=torch.float64)"
1129,en2de,"tensor(0.8166, dtype=torch.float64)"
1130,en2de,"tensor(0.8896, dtype=torch.float64)"
1131,en2de,"tensor(0.8386, dtype=torch.float64)"
1132,en2de,"tensor(0.7748, dtype=torch.float64)"
1133,en2de,"tensor(0.8448, dtype=torch.float64)"
1134,en2de,"tensor(0.8385, dtype=torch.float64)"
1135,en2de,"tensor(0.8830, dtype=torch.float64)"
1136,en2de,"tensor(0.8701, dtype=torch.float64)"
1137,en2de,"tensor(0.8618, dtype=torch.float64)"
1138,en2de,"tensor(0.8590, dtype=torch.float64)"
1139,en2de,"tensor(0.8784, dtype=torch.float64)"
1140,en2de,"tensor(0.7821, dtype=torch.float64)"
1141,en2de,"tensor(0.8562, dtype=torch.float64)"
1142,en2de,"tensor(0.8663, dtype=torch.float64)"
1143,en2de,"tensor(0.7720, dtype=torch.float64)"
1144,en2de,"tensor(0.8443, dtype=torch.float64)"
1145,en2de,"tensor(0.9231, dtype=torch.float64)"
1146,en2de,"tensor(0.9237, dtype=torch.float64)"
1147,en2de,"tensor(0.8844, dtype=torch.float64)"
1148,en2de,"tensor(0.7674, dtype=torch.float64)"
1149,en2de,"tensor(0.8715, dtype=torch.float64)"
1150,en2de,"tensor(0.8704, dtype=torch.float64)"
1151,en2de,"tensor(0.8046, dtype=torch.float64)"
1152,en2de,"tensor(0.9291, dtype=torch.float64)"
1153,en2de,"tensor(0.8030, dtype=torch.float64)"
1154,en2de,"tensor(0.8866, dtype=torch.float64)"
1155,en2de,"tensor(0.8617, dtype=torch.float64)"
1156,en2de,"tensor(0.9073, dtype=torch.float64)"
1157,en2de,"tensor(0.8640, dtype=torch.float64)"
1158,en2de,"tensor(0.8602, dtype=torch.float64)"
1159,en2de,"tensor(0.9227, dtype=torch.float64)"
1160,en2de,"tensor(0.8410, dtype=torch.float64)"
1161,en2de,"tensor(0.8112, dtype=torch.float64)"
1162,en2de,"tensor(0.8871, dtype=torch.float64)"
1163,en2de,"tensor(0.8623, dtype=torch.float64)"
1164,en2de,"tensor(0.9320, dtype=torch.float64)"
1165,en2de,"tensor(0.8112, dtype=torch.float64)"
1166,en2de,"tensor(0.9149, dtype=torch.float64)"
1167,en2de,"tensor(0.9003, dtype=torch.float64)"
1168,en2de,"tensor(0.8912, dtype=torch.float64)"
1169,en2de,"tensor(0.8926, dtype=torch.float64)"
1170,en2de,"tensor(0.9170, dtype=torch.float64)"
1171,en2de,"tensor(0.8486, dtype=torch.float64)"
1172,en2de,"tensor(0.7889, dtype=torch.float64)"
1173,en2de,"tensor(0.7881, dtype=torch.float64)"
1174,en2de,"tensor(0.9286, dtype=torch.float64)"
1175,en2de,"tensor(0.8041, dtype=torch.float64)"
1176,en2de,"tensor(0.8857, dtype=torch.float64)"
1177,en2de,"tensor(0.7635, dtype=torch.float64)"
1178,en2de,"tensor(0.8405, dtype=torch.float64)"
1179,en2de,"tensor(0.8231, dtype=torch.float64)"
1180,en2de,"tensor(0.8662, dtype=torch.float64)"
1181,en2de,"tensor(0.8938, dtype=torch.float64)"
1182,en2de,"tensor(0.8250, dtype=torch.float64)"
1183,en2de,"tensor(0.8294, dtype=torch.float64)"
1184,en2de,"tensor(0.9058, dtype=torch.float64)"
1185,en2de,"tensor(0.9242, dtype=torch.float64)"
1186,en2de,"tensor(0.8618, dtype=torch.float64)"
1187,en2de,"tensor(0.8293, dtype=torch.float64)"
1188,en2de,"tensor(0.8194, dtype=torch.float64)"
1189,en2de,"tensor(0.8238, dtype=torch.float64)"
1190,en2de,"tensor(0.8264, dtype=torch.float64)"
1191,en2de,"tensor(0.9106, dtype=torch.float64)"
1192,en2de,"tensor(0.8894, dtype=torch.float64)"
1193,en2de,"tensor(0.8669, dtype=torch.float64)"
1194,en2de,"tensor(0.7679, dtype=torch.float64)"
1195,en2de,"tensor(0.8844, dtype=torch.float64)"
1196,en2de,"tensor(0.8571, dtype=torch.float64)"
1197,en2de,"tensor(0.8605, dtype=torch.float64)"
1198,en2de,"tensor(0.8923, dtype=torch.float64)"
1199,en2de,"tensor(0.8272, dtype=torch.float64)"
1200,en2pl,"tensor(0.8838, dtype=torch.float64)"
1201,en2pl,"tensor(0.8446, dtype=torch.float64)"
1202,en2pl,"tensor(0.7791, dtype=torch.float64)"
1203,en2pl,"tensor(0.9163, dtype=torch.float64)"
1204,en2pl,"tensor(0.8373, dtype=torch.float64)"
1205,en2pl,"tensor(0.8616, dtype=torch.float64)"
1206,en2pl,"tensor(0.9715, dtype=torch.float64)"
1207,en2pl,"tensor(0.9407, dtype=torch.float64)"
1208,en2pl,"tensor(0.8729, dtype=torch.float64)"
1209,en2pl,"tensor(0.8135, dtype=torch.float64)"
1210,en2pl,"tensor(0.8857, dtype=torch.float64)"
1211,en2pl,"tensor(0.8709, dtype=torch.float64)"
1212,en2pl,"tensor(0.8902, dtype=torch.float64)"
1213,en2pl,"tensor(0.8434, dtype=torch.float64)"
1214,en2pl,"tensor(0.8993, dtype=torch.float64)"
1215,en2pl,"tensor(0.8070, dtype=torch.float64)"
1216,en2pl,"tensor(0.9034, dtype=torch.float64)"
1217,en2pl,"tensor(0.7619, dtype=torch.float64)"
1218,en2pl,"tensor(0.8386, dtype=torch.float64)"
1219,en2pl,"tensor(0.8070, dtype=torch.float64)"
1220,en2pl,"tensor(0.9115, dtype=torch.float64)"
1221,en2pl,"tensor(0.8857, dtype=torch.float64)"
1222,en2pl,"tensor(0.9370, dtype=torch.float64)"
1223,en2pl,"tensor(0.8810, dtype=torch.float64)"
1224,en2pl,"tensor(0.8571, dtype=torch.float64)"
1225,en2pl,"tensor(0.8430, dtype=torch.float64)"
1226,en2pl,"tensor(0.9271, dtype=torch.float64)"
1227,en2pl,"tensor(0.8622, dtype=torch.float64)"
1228,en2pl,"tensor(0.7681, dtype=torch.float64)"
1229,en2pl,"tensor(0.8103, dtype=torch.float64)"
1230,en2pl,"tensor(0.8562, dtype=torch.float64)"
1231,en2pl,"tensor(0.8744, dtype=torch.float64)"
1232,en2pl,"tensor(0.7644, dtype=torch.float64)"
1233,en2pl,"tensor(0.8484, dtype=torch.float64)"
1234,en2pl,"tensor(0.9028, dtype=torch.float64)"
1235,en2pl,"tensor(0.8592, dtype=torch.float64)"
1236,en2pl,"tensor(0.8843, dtype=torch.float64)"
1237,en2pl,"tensor(0.8363, dtype=torch.float64)"
1238,en2pl,"tensor(0.8932, dtype=torch.float64)"
1239,en2pl,"tensor(0.9412, dtype=torch.float64)"
1240,en2pl,"tensor(0.7768, dtype=torch.float64)"
1241,en2pl,"tensor(0.8800, dtype=torch.float64)"
1242,en2pl,"tensor(0.8930, dtype=torch.float64)"
1243,en2pl,"tensor(0.7665, dtype=torch.float64)"
1244,en2pl,"tensor(0.8773, dtype=torch.float64)"
1245,en2pl,"tensor(0.9492, dtype=torch.float64)"
1246,en2pl,"tensor(0.9216, dtype=torch.float64)"
1247,en2pl,"tensor(0.8700, dtype=torch.float64)"
1248,en2pl,"tensor(0.8015, dtype=torch.float64)"
1249,en2pl,"tensor(0.8876, dtype=torch.float64)"
1250,en2pl,"tensor(0.8733, dtype=torch.float64)"
1251,en2pl,"tensor(0.8456, dtype=torch.float64)"
1252,en2pl,"tensor(0.9563, dtype=torch.float64)"
1253,en2pl,"tensor(0.8075, dtype=torch.float64)"
1254,en2pl,"tensor(0.9341, dtype=torch.float64)"
1255,en2pl,"tensor(0.8011, dtype=torch.float64)"
1256,en2pl,"tensor(0.9097, dtype=torch.float64)"
1257,en2pl,"tensor(0.8631, dtype=torch.float64)"
1258,en2pl,"tensor(0.8429, dtype=torch.float64)"
1259,en2pl,"tensor(0.9336, dtype=torch.float64)"
1260,en2pl,"tensor(0.8355, dtype=torch.float64)"
1261,en2pl,"tensor(0.8529, dtype=torch.float64)"
1262,en2pl,"tensor(0.8753, dtype=torch.float64)"
1263,en2pl,"tensor(0.8564, dtype=torch.float64)"
1264,en2pl,"tensor(0.9167, dtype=torch.float64)"
1265,en2pl,"tensor(0.8310, dtype=torch.float64)"
1266,en2pl,"tensor(0.9295, dtype=torch.float64)"
1267,en2pl,"tensor(0.9061, dtype=torch.float64)"
1268,en2pl,"tensor(0.9036, dtype=torch.float64)"
1269,en2pl,"tensor(0.9121, dtype=torch.float64)"
1270,en2pl,"tensor(0.9049, dtype=torch.float64)"
1271,en2pl,"tensor(0.8735, dtype=torch.float64)"
1272,en2pl,"tensor(0.8137, dtype=torch.float64)"
1273,en2pl,"tensor(0.8313, dtype=torch.float64)"
1274,en2pl,"tensor(0.9277, dtype=torch.float64)"
1275,en2pl,"tensor(0.7958, dtype=torch.float64)"
1276,en2pl,"tensor(0.8781, dtype=torch.float64)"
1277,en2pl,"tensor(0.8000, dtype=torch.float64)"
1278,en2pl,"tensor(0.8580, dtype=torch.float64)"
1279,en2pl,"tensor(0.8618, dtype=torch.float64)"
1280,en2pl,"tensor(0.9000, dtype=torch.float64)"
1281,en2pl,"tensor(0.8803, dtype=torch.float64)"
1282,en2pl,"tensor(0.8101, dtype=torch.float64)"
1283,en2pl,"tensor(0.8399, dtype=torch.float64)"
1284,en2pl,"tensor(0.9389, dtype=torch.float64)"
1285,en2pl,"tensor(0.9489, dtype=torch.float64)"
1286,en2pl,"tensor(0.8522, dtype=torch.float64)"
1287,en2pl,"tensor(0.8328, dtype=torch.float64)"
1288,en2pl,"tensor(0.8452, dtype=torch.float64)"
1289,en2pl,"tensor(0.8243, dtype=torch.float64)"
1290,en2pl,"tensor(0.8675, dtype=torch.float64)"
1291,en2pl,"tensor(0.8925, dtype=torch.float64)"
1292,en2pl,"tensor(0.8894, dtype=torch.float64)"
1293,en2pl,"tensor(0.8906, dtype=torch.float64)"
1294,en2pl,"tensor(0.7810, dtype=torch.float64)"
1295,en2pl,"tensor(0.9069, dtype=torch.float64)"
1296,en2pl,"tensor(0.8387, dtype=torch.float64)"
1297,en2pl,"tensor(0.8857, dtype=torch.float64)"
1298,en2pl,"tensor(0.9333, dtype=torch.float64)"
1299,en2pl,"tensor(0.8659, dtype=torch.float64)"
1300,en2sn,"tensor(0.8435, dtype=torch.float64)"
1301,en2sn,"tensor(0.8329, dtype=torch.float64)"
1302,en2sn,"tensor(0.7927, dtype=torch.float64)"
1303,en2sn,"tensor(0.8908, dtype=torch.float64)"
1304,en2sn,"tensor(0.8045, dtype=torch.float64)"
1305,en2sn,"tensor(0.8112, dtype=torch.float64)"
1306,en2sn,"tensor(0.9243, dtype=torch.float64)"
1307,en2sn,"tensor(0.9452, dtype=torch.float64)"
1308,en2sn,"tensor(0.8553, dtype=torch.float64)"
1309,en2sn,"tensor(0.7585, dtype=torch.float64)"
1310,en2sn,"tensor(0.8531, dtype=torch.float64)"
1311,en2sn,"tensor(0.8203, dtype=torch.float64)"
1312,en2sn,"tensor(0.8810, dtype=torch.float64)"
1313,en2sn,"tensor(0.7906, dtype=torch.float64)"
1314,en2sn,"tensor(0.9097, dtype=torch.float64)"
1315,en2sn,"tensor(0.8350, dtype=torch.float64)"
1316,en2sn,"tensor(0.8247, dtype=torch.float64)"
1317,en2sn,"tensor(0.7202, dtype=torch.float64)"
1318,en2sn,"tensor(0.7794, dtype=torch.float64)"
1319,en2sn,"tensor(0.8204, dtype=torch.float64)"
1320,en2sn,"tensor(0.9053, dtype=torch.float64)"
1321,en2sn,"tensor(0.8175, dtype=torch.float64)"
1322,en2sn,"tensor(0.9576, dtype=torch.float64)"
1323,en2sn,"tensor(0.8486, dtype=torch.float64)"
1324,en2sn,"tensor(0.8605, dtype=torch.float64)"
1325,en2sn,"tensor(0.8151, dtype=torch.float64)"
1326,en2sn,"tensor(0.9227, dtype=torch.float64)"
1327,en2sn,"tensor(0.8659, dtype=torch.float64)"
1328,en2sn,"tensor(0.8339, dtype=torch.float64)"
1329,en2sn,"tensor(0.8068, dtype=torch.float64)"
1330,en2sn,"tensor(0.8757, dtype=torch.float64)"
1331,en2sn,"tensor(0.8128, dtype=torch.float64)"
1332,en2sn,"tensor(0.8011, dtype=torch.float64)"
1333,en2sn,"tensor(0.8474, dtype=torch.float64)"
1334,en2sn,"tensor(0.8837, dtype=torch.float64)"
1335,en2sn,"tensor(0.8646, dtype=torch.float64)"
1336,en2sn,"tensor(0.8565, dtype=torch.float64)"
1337,en2sn,"tensor(0.8387, dtype=torch.float64)"
1338,en2sn,"tensor(0.8715, dtype=torch.float64)"
1339,en2sn,"tensor(0.8723, dtype=torch.float64)"
1340,en2sn,"tensor(0.7968, dtype=torch.float64)"
1341,en2sn,"tensor(0.8317, dtype=torch.float64)"
1342,en2sn,"tensor(0.8712, dtype=torch.float64)"
1343,en2sn,"tensor(0.7606, dtype=torch.float64)"
1344,en2sn,"tensor(0.8562, dtype=torch.float64)"
1345,en2sn,"tensor(0.8811, dtype=torch.float64)"
1346,en2sn,"tensor(0.9447, dtype=torch.float64)"
1347,en2sn,"tensor(0.8214, dtype=torch.float64)"
1348,en2sn,"tensor(0.8089, dtype=torch.float64)"
1349,en2sn,"tensor(0.8342, dtype=torch.float64)"
1350,en2sn,"tensor(0.8713, dtype=torch.float64)"
1351,en2sn,"tensor(0.8202, dtype=torch.float64)"
1352,en2sn,"tensor(0.9023, dtype=torch.float64)"
1353,en2sn,"tensor(0.8058, dtype=torch.float64)"
1354,en2sn,"tensor(0.9151, dtype=torch.float64)"
1355,en2sn,"tensor(0.8644, dtype=torch.float64)"
1356,en2sn,"tensor(0.9244, dtype=torch.float64)"
1357,en2sn,"tensor(0.8235, dtype=torch.float64)"
1358,en2sn,"tensor(0.8321, dtype=torch.float64)"
1359,en2sn,"tensor(0.8756, dtype=torch.float64)"
1360,en2sn,"tensor(0.8308, dtype=torch.float64)"
1361,en2sn,"tensor(0.8185, dtype=torch.float64)"
1362,en2sn,"tensor(0.8375, dtype=torch.float64)"
1363,en2sn,"tensor(0.8468, dtype=torch.float64)"
1364,en2sn,"tensor(0.9375, dtype=torch.float64)"
1365,en2sn,"tensor(0.8617, dtype=torch.float64)"
1366,en2sn,"tensor(0.8955, dtype=torch.float64)"
1367,en2sn,"tensor(0.8712, dtype=torch.float64)"
1368,en2sn,"tensor(0.8750, dtype=torch.float64)"
1369,en2sn,"tensor(0.8881, dtype=torch.float64)"
1370,en2sn,"tensor(0.9014, dtype=torch.float64)"
1371,en2sn,"tensor(0.8653, dtype=torch.float64)"
1372,en2sn,"tensor(0.8264, dtype=torch.float64)"
1373,en2sn,"tensor(0.8049, dtype=torch.float64)"
1374,en2sn,"tensor(0.9223, dtype=torch.float64)"
1375,en2sn,"tensor(0.8193, dtype=torch.float64)"
1376,en2sn,"tensor(0.8580, dtype=torch.float64)"
1377,en2sn,"tensor(0.7876, dtype=torch.float64)"
1378,en2sn,"tensor(0.8576, dtype=torch.float64)"
1379,en2sn,"tensor(0.8327, dtype=torch.float64)"
1380,en2sn,"tensor(0.8750, dtype=torch.float64)"
1381,en2sn,"tensor(0.8797, dtype=torch.float64)"
1382,en2sn,"tensor(0.8339, dtype=torch.float64)"
1383,en2sn,"tensor(0.8565, dtype=torch.float64)"
1384,en2sn,"tensor(0.8939, dtype=torch.float64)"
1385,en2sn,"tensor(0.8756, dtype=torch.float64)"
1386,en2sn,"tensor(0.8521, dtype=torch.float64)"
1387,en2sn,"tensor(0.8705, dtype=torch.float64)"
1388,en2sn,"tensor(0.8132, dtype=torch.float64)"
1389,en2sn,"tensor(0.7854, dtype=torch.float64)"
1390,en2sn,"tensor(0.7924, dtype=torch.float64)"
1391,en2sn,"tensor(0.9080, dtype=torch.float64)"
1392,en2sn,"tensor(0.8739, dtype=torch.float64)"
1393,en2sn,"tensor(0.8545, dtype=torch.float64)"
1394,en2sn,"tensor(0.8210, dtype=torch.float64)"
1395,en2sn,"tensor(0.8945, dtype=torch.float64)"
1396,en2sn,"tensor(0.8427, dtype=torch.float64)"
1397,en2sn,"tensor(0.9027, dtype=torch.float64)"
1398,en2sn,"tensor(0.8828, dtype=torch.float64)"
1399,en2sn,"tensor(0.8635, dtype=torch.float64)"
